"COU","% of Total Earnings","Marginal Tax Wedge","Annual Gross Wage in US Dollars"
"LVA",58,"0.47357",18500
"LVA",119,"0.488867",37900
"LVA",129,"0.444939",41100
"LVA",71,"0.47357",22600
"LVA",103,"0.47357",32800
"LVA",81,"0.47357",25800
"LVA",60,"0.47357",19100
"LVA",92,"0.47357",29300
"LVA",134,"0.444939",42700
"LVA",102,"0.47357",32500
"LVA",105,"0.47357",33500
"LVA",76,"0.47357",24200
"LVA",63,"0.47357",20100
"LVA",137,"0.444939",43700
"LVA",140,"0.444939",44600
"LVA",147,"0.444939",46800
"LVA",57,"0.47357",18200
"LVA",121,"0.497843",38600
"LVA",127,"0.497843",40500
"LVA",150,"0.444939",47800
"LVA",108,"0.47357",34400
"LVA",89,"0.47357",28400
"LVA",88,"0.47357",28000
"LVA",59,"0.47357",18800
"LVA",120,"0.497843",38200
"LVA",104,"0.47357",33100
"LVA",62,"0.47357",19800
"LVA",75,"0.47357",23900
"LVA",133,"0.444939",42400
"LVA",131,"0.444939",41700
"LVA",79,"0.47357",25200
"LVA",135,"0.444939",43000
"LVA",52,"0.47357",16600
"LVA",113,"0.47357",36000
"LVA",111,"0.47357",35400
"LVA",73,"0.47357",23300
"LVA",124,"0.497843",39500
"LVA",95,"0.47357",30300
"LVA",50,"0.47357",15900
"LVA",118,"0.47357",37600
"LVA",86,"0.47357",27400
"LVA",106,"0.47357",33800
"LVA",144,"0.444939",45900
"LVA",70,"0.47357",22300
"LVA",61,"0.47357",19400
"LVA",115,"0.47357",36600
"LVA",77,"0.47357",24500
"LVA",126,"0.497843",40100
"LVA",68,"0.47357",21700
"LVA",97,"0.47357",30900
"LVA",142,"0.444939",45200
"LVA",100,"0.47357",31900
"MEX",50,"0.4738",7600
"MEX",51,"0.174362",7800
"MEX",52,"0.174362",7900
"MEX",53,"0.174362",8100
"MEX",54,"0.174362",8200
"MEX",55,"0.174362",8400
"MEX",56,"0.174362",8500
"MEX",57,"0.436197",8700
"MEX",58,"0.174362",8800
"MEX",59,"1.760164",9000
"MEX",60,"0.174362",9100
"MEX",61,"0.174362",9300
"MEX",62,"0.174362",9400
"MEX",63,"0.174362",9600
"MEX",64,"0.174362",9700
"MEX",65,"0.174362",9900
"MEX",66,"0.174362",10000
"MEX",67,"0.174362",10200
"MEX",68,"0.185403",10300
"MEX",69,"0.186523",10500
"MEX",70,"0.186523",10600
"MEX",71,"0.186523",10800
"MEX",72,"0.186523",10900
"MEX",73,"0.186523",11100
"MEX",74,"0.186523",11300
"MEX",75,"0.186523",11400
"MEX",76,"0.196545",11600
"MEX",77,"0.233919",11700
"MEX",78,"0.233919",11900
"MEX",79,"0.233919",12000
"MEX",80,"0.233919",12200
"MEX",81,"0.233919",12300
"MEX",82,"0.233919",12500
"MEX",83,"0.233919",12600
"MEX",84,"0.233919",12800
"MEX",85,"0.233919",12900
"MEX",86,"0.233919",13100
"MEX",87,"0.233919",13200
"MEX",88,"0.23465",13400
"MEX",89,"0.251693",13500
"MEX",90,"0.251693",13700
"MEX",91,"0.251693",13800
"MEX",92,"0.251693",14000
"MEX",93,"0.251693",14100
"MEX",94,"0.251693",14300
"MEX",95,"0.251693",14400
"MEX",96,"0.251693",14600
"MEX",97,"0.251693",14700
"MEX",98,"0.251693",14900
"MEX",99,"0.251693",15100
"MEX",100,"0.251693",15200
"MEX",101,"0.251693",15400
"MEX",102,"0.251693",15500
"MEX",103,"0.251693",15700
"MEX",104,"0.251693",15800
"MEX",105,"0.251693",16000
"MEX",106,"0.27913",16100
"MEX",107,"0.283537",16300
"MEX",108,"0.283537",16400
"MEX",109,"0.283537",16600
"MEX",110,"0.283537",16700
"MEX",111,"0.283537",16900
"MEX",112,"0.283537",17000
"MEX",113,"0.283537",17200
"MEX",114,"0.283537",17300
"MEX",115,"0.283537",17500
"MEX",116,"0.283537",17600
"MEX",117,"0.283537",17800
"MEX",118,"0.283537",17900
"MEX",119,"0.283537",18100
"MEX",120,"0.283537",18200
"MEX",121,"0.283537",18400
"MEX",122,"0.283537",18500
"MEX",123,"0.283537",18700
"MEX",124,"0.283537",18900
"MEX",125,"0.283537",19000
"MEX",126,"0.283537",19200
"MEX",127,"0.283537",19300
"MEX",128,"0.283537",19500
"MEX",129,"0.283537",19600
"MEX",130,"0.283537",19800
"MEX",131,"0.283537",19900
"MEX",132,"0.283537",20100
"MEX",133,"0.283537",20200
"MEX",134,"0.283537",20400
"MEX",135,"0.283537",20500
"MEX",136,"0.283537",20700
"MEX",137,"0.283537",20800
"MEX",138,"0.283537",21000
"MEX",139,"0.283537",21100
"MEX",140,"0.283537",21300
"MEX",141,"0.283537",21400
"MEX",142,"0.283537",21600
"MEX",143,"0.283537",21700
"MEX",144,"0.283537",21900
"MEX",145,"0.283537",22000
"MEX",146,"0.283537",22200
"MEX",147,"0.283537",22400
"MEX",148,"0.283537",22500
"MEX",149,"0.283537",22700
"MEX",150,"0.283537",22800
"NLD",50,"0.439623",38300
"NLD",51,"0.439623",39100
"NLD",52,"0.439623",39800
"NLD",53,"0.439623",40600
"NLD",54,"0.439623",41400
"NLD",55,"0.439623",42100
"NLD",56,"0.439623",42900
"NLD",57,"0.439623",43700
"NLD",58,"0.439623",44400
"NLD",59,"0.439623",45200
"NLD",60,"0.439623",46000
"NLD",61,"0.439623",46700
"NLD",62,"0.439623",47500
"NLD",63,"0.439623",48300
"NLD",64,"0.439623",49000
"NLD",65,"0.439623",49800
"NLD",66,"0.444736",50600
"NLD",67,"0.509621",51300
"NLD",68,"0.509621",52100
"NLD",69,"0.509621",52900
"NLD",70,"0.509621",53600
"NLD",71,"0.509621",54400
"NLD",72,"0.509621",55200
"NLD",73,"0.509621",55900
"NLD",74,"0.509621",56700
"NLD",75,"0.509621",57500
"NLD",76,"0.509621",58200
"NLD",77,"0.509621",59000
"NLD",78,"0.509621",59800
"NLD",79,"0.509621",60500
"NLD",80,"0.509621",61300
"NLD",81,"0.509621",62100
"NLD",82,"0.509621",62800
"NLD",83,"0.509621",63600
"NLD",84,"0.509621",64400
"NLD",85,"0.509621",65100
"NLD",86,"0.509621",65900
"NLD",87,"0.509621",66700
"NLD",88,"0.509621",67400
"NLD",89,"0.509621",68200
"NLD",90,"0.509621",69000
"NLD",91,"0.509621",69700
"NLD",92,"0.509621",70500
"NLD",93,"0.509621",71300
"NLD",94,"0.509621",72000
"NLD",95,"0.509621",72800
"NLD",96,"0.509621",73600
"NLD",97,"0.509621",74300
"NLD",98,"0.509621",75100
"NLD",99,"0.509621",75900
"NLD",100,"0.509621",76600
"NLD",101,"0.509621",77400
"NLD",102,"0.509621",78200
"NLD",103,"0.509621",78900
"NLD",104,"0.509621",79700
"NLD",105,"0.509621",80500
"NLD",106,"0.509621",81200
"NLD",107,"0.509621",82000
"NLD",108,"0.509621",82800
"NLD",109,"0.509621",83500
"NLD",110,"0.472648",84300
"NLD",111,"0.451982",85100
"NLD",112,"0.451982",85800
"NLD",113,"0.451982",86600
"NLD",114,"0.451982",87400
"NLD",115,"0.451982",88100
"NLD",116,"0.451982",88900
"NLD",117,"0.451982",89700
"NLD",118,"0.451982",90400
"NLD",119,"0.451982",91200
"NLD",120,"0.451982",92000
"NLD",121,"0.451982",92700
"NLD",122,"0.451982",93500
"NLD",123,"0.451982",94300
"NLD",124,"0.451982",95000
"NLD",125,"0.451982",95800
"NLD",126,"0.451982",96600
"NLD",127,"0.451982",97300
"NLD",128,"0.47694",98100
"NLD",129,"0.511305",98900
"NLD",130,"0.511305",99600
"NLD",131,"0.511305",100400
"NLD",132,"0.511305",101200
"NLD",133,"0.511305",101900
"NLD",134,"0.511305",102700
"NLD",135,"0.511305",103500
"NLD",136,"0.511305",104200
"NLD",137,"0.511305",105000
"NLD",138,"0.511305",105800
"NLD",139,"0.511305",106500
"NLD",140,"0.511305",107300
"NLD",141,"0.511305",108100
"NLD",142,"0.511305",108800
"NLD",143,"0.511305",109600
"NLD",144,"0.511305",110400
"NLD",145,"0.511305",111100
"NLD",146,"0.511305",111900
"NLD",147,"0.511305",112700
"NLD",148,"0.511305",113400
"NLD",149,"0.511305",114200
"NLD",150,"0.511305",115000
"NOR",50,"0.415929",35400
"NOR",51,"0.415929",36100
"NOR",52,"0.415929",36800
"NOR",53,"0.415929",37500
"NOR",54,"0.415929",38200
"NOR",55,"0.415929",38900
"NOR",56,"0.415929",39600
"NOR",57,"0.415929",40300
"NOR",58,"0.415929",41000
"NOR",59,"0.415929",41700
"NOR",60,"0.415929",42400
"NOR",61,"0.415929",43100
"NOR",62,"0.415929",43900
"NOR",63,"0.415929",44600
"NOR",64,"0.415929",45300
"NOR",65,"0.415929",46000
"NOR",66,"0.415929",46700
"NOR",67,"0.415929",47400
"NOR",68,"0.415929",48100
"NOR",69,"0.415929",48800
"NOR",70,"0.415929",49500
"NOR",71,"0.415929",50200
"NOR",72,"0.415929",50900
"NOR",73,"0.415929",51600
"NOR",74,"0.415929",52300
"NOR",75,"0.415929",53000
"NOR",76,"0.415929",53800
"NOR",77,"0.415929",54500
"NOR",78,"0.415929",55200
"NOR",79,"0.415929",55900
"NOR",80,"0.415929",56600
"NOR",81,"0.415929",57300
"NOR",82,"0.415929",58000
"NOR",83,"0.415929",58700
"NOR",84,"0.415929",59400
"NOR",85,"0.415929",60100
"NOR",86,"0.415929",60800
"NOR",87,"0.415929",61500
"NOR",88,"0.415929",62200
"NOR",89,"0.415929",62900
