"COU","% of Total Earnings","Marginal Tax Wedge","Annual Gross Wage in US Dollars"
"DEU",66,"0.540339",49600
"DEU",67,"0.541854",50300
"DEU",68,"0.543368",51100
"DEU",69,"0.543368",51800
"DEU",70,"0.546397",52600
"DEU",71,"0.547911",53300
"DEU",72,"0.547911",54100
"DEU",73,"0.549425",54900
"DEU",74,"0.55094",55600
"DEU",75,"0.552454",56400
"DEU",76,"0.553968",57100
"DEU",77,"0.553968",57900
"DEU",78,"0.556997",58600
"DEU",79,"0.556997",59400
"DEU",80,"0.558511",60100
"DEU",81,"0.560026",60900
"DEU",82,"0.56154",61600
"DEU",83,"0.563054",62400
"DEU",84,"0.563054",63100
"DEU",85,"0.566083",63900
"DEU",86,"0.566083",64600
"DEU",87,"0.567597",65400
"DEU",88,"0.569112",66100
"DEU",89,"0.570626",66900
"DEU",90,"0.57214",67600
"DEU",91,"0.57214",68400
"DEU",92,"0.573655",69100
"DEU",93,"0.575169",69900
"DEU",94,"0.576683",70600
"DEU",95,"0.578198",71400
"DEU",96,"0.579712",72100
"DEU",97,"0.581226",72900
"DEU",98,"0.581226",73600
"DEU",99,"0.582741",74400
"DEU",100,"0.584255",75100
"DEU",101,"0.585769",75900
"DEU",102,"0.587284",76600
"DEU",103,"0.587284",77400
"DEU",104,"0.590312",78100
"DEU",105,"0.544126",78900
"DEU",106,"0.499153",79600
"DEU",107,"0.502441",80400
"DEU",108,"0.504085",81100
"DEU",109,"0.50573",81900
"DEU",110,"0.507374",82700
"DEU",111,"0.509018",83400
"DEU",112,"0.512306",84200
"DEU",113,"0.512306",84900
"DEU",114,"0.513951",85700
"DEU",115,"0.515595",86400
"DEU",116,"0.517239",87200
"DEU",117,"0.520527",87900
"DEU",118,"0.520527",88700
"DEU",119,"0.523816",89400
"DEU",120,"0.523816",90200
"DEU",121,"0.527104",90900
"DEU",122,"0.528748",91700
"DEU",123,"0.530392",92400
"DEU",124,"0.532037",93200
"DEU",125,"0.532037",93900
"DEU",126,"0.535325",94700
"DEU",127,"0.536969",95400
"DEU",128,"0.538613",96200
"DEU",129,"0.540258",96900
"DEU",130,"0.538613",97700
"DEU",131,"0.538613",98400
"DEU",132,"0.538613",99200
"DEU",133,"0.540258",99900
"DEU",134,"0.538613",100700
"DEU",135,"0.538613",101400
"DEU",136,"0.553092",102200
"DEU",137,"0.580093",102900
"DEU",138,"0.580093",103700
"DEU",139,"0.581933",104400
"DEU",140,"0.580093",105200
"DEU",141,"0.581933",105900
"DEU",142,"0.580093",106700
"DEU",143,"0.580093",107400
"DEU",144,"0.580093",108200
"DEU",145,"0.580093",108900
"DEU",146,"0.581933",109700
"DEU",147,"0.580093",110500
"DEU",148,"0.581933",111200
"DEU",149,"0.580093",112000
"DEU",150,"0.580093",112700
"DNK",50,"0.386741",35000
"DNK",51,"0.386741",35700
"DNK",52,"0.386741",36400
"DNK",53,"0.386741",37100
"DNK",54,"0.386741",37800
"DNK",55,"0.386741",38500
"DNK",56,"0.386741",39200
"DNK",57,"0.386741",39900
"DNK",58,"0.446545",40600
"DNK",59,"0.386741",41300
"DNK",60,"0.386741",42000
"DNK",61,"0.386741",42700
"DNK",62,"0.386741",43400
"DNK",63,"0.386741",44100
"DNK",64,"0.386741",44800
"DNK",65,"0.386741",45500
"DNK",66,"0.386741",46200
"DNK",67,"0.386741",46900
"DNK",68,"0.386741",47600
"DNK",69,"0.386741",48300
"DNK",70,"0.386741",49000
"DNK",71,"0.386741",49700
"DNK",72,"0.386741",50400
"DNK",73,"0.386741",51100
"DNK",74,"0.386741",51800
"DNK",75,"0.386741",52500
"DNK",76,"0.393672",53200
"DNK",77,"0.416974",53900
"DNK",78,"0.416974",54600
"DNK",79,"0.416974",55300
"DNK",80,"0.416974",56000
"DNK",81,"0.416974",56700
"DNK",82,"0.416974",57400
"DNK",83,"0.416974",58100
"DNK",84,"0.416974",58800
"DNK",85,"0.416974",59500
"DNK",86,"0.416974",60100
"DNK",87,"0.416974",60800
"DNK",88,"0.416974",61500
"DNK",89,"0.416974",62200
"DNK",90,"0.416974",62900
"DNK",91,"0.416974",63600
"DNK",92,"0.416974",64300
"DNK",93,"0.416974",65000
"DNK",94,"0.416974",65700
"DNK",95,"0.416974",66400
"DNK",96,"0.416974",67100
"DNK",97,"0.416974",67800
"DNK",98,"0.416974",68500
"DNK",99,"0.441632",69200
"DNK",100,"0.448383",69900
"DNK",101,"0.416974",70600
"DNK",102,"0.416974",71300
"DNK",103,"0.416974",72000
"DNK",104,"0.416974",72700
"DNK",105,"0.416974",73400
"DNK",106,"0.416974",74100
"DNK",107,"0.416974",74800
"DNK",108,"0.416974",75500
"DNK",109,"0.416974",76200
"DNK",110,"0.416974",76900
"DNK",111,"0.416974",77600
"DNK",112,"0.416974",78300
"DNK",113,"0.416974",79000
"DNK",114,"0.416974",79700
"DNK",115,"0.416974",80400
"DNK",116,"0.416974",81100
"DNK",117,"0.416974",81800
"DNK",118,"0.416974",82500
"DNK",119,"0.416974",83200
"DNK",120,"0.416974",83900
"DNK",121,"0.416974",84600
"DNK",122,"0.416974",85300
"DNK",123,"0.416974",86000
"DNK",124,"0.416974",86700
"DNK",125,"0.416974",87400
"DNK",126,"0.416974",88100
"DNK",127,"0.416974",88800
"DNK",128,"0.517998",89500
"DNK",129,"0.554956",90200
"DNK",130,"0.554956",90900
"DNK",131,"0.554956",91600
"DNK",132,"0.554956",92300
"DNK",133,"0.554956",93000
"DNK",134,"0.554956",93700
"DNK",135,"0.554956",94400
"DNK",136,"0.554956",95100
"DNK",137,"0.554956",95800
"DNK",138,"0.554956",96500
"DNK",139,"0.554956",97200
"DNK",140,"0.554956",97900
"DNK",141,"0.554956",98600
"DNK",142,"0.554956",99300
"DNK",143,"0.554956",1e+05
"DNK",144,"0.554956",100700
"DNK",145,"0.554956",101400
"DNK",146,"0.554956",102100
"DNK",147,"0.554956",102800
"DNK",148,"0.554956",103500
"DNK",149,"0.554956",104200
"DNK",150,"0.554956",104900
"ESP",50,"0.603483",23500
"ESP",51,"0.603483",24000
"ESP",52,"0.603483",24400
"ESP",53,"0.603483",24900
"ESP",54,"0.603483",25400
"ESP",55,"0.603483",25900
"ESP",56,"0.603483",26300
"ESP",57,"0.603483",26800
"ESP",58,"0.603483",27300
"ESP",59,"0.622827",27700
"ESP",60,"0.688194",28200
"ESP",61,"0.688194",28700
"ESP",62,"0.688194",29200
"ESP",63,"0.528273",29600
"ESP",64,"0.442714",30100
"ESP",65,"0.442714",30600
"ESP",66,"0.442714",31000
"ESP",67,"0.442714",31500
"ESP",68,"0.442714",32000
"ESP",69,"0.442714",32400
"ESP",70,"0.442714",32900
"ESP",71,"0.442714",33400
"ESP",72,"0.442714",33900
"ESP",73,"0.442714",34300
"ESP",74,"0.454819",34800
"ESP",75,"0.457854",35300
"ESP",76,"0.457854",35700
"ESP",77,"0.457854",36200
"ESP",78,"0.457854",36700
"ESP",79,"0.457854",37100
"ESP",80,"0.457854",37600
"ESP",81,"0.457854",38100
"ESP",82,"0.457854",38600
"ESP",83,"0.466804",39000
"ESP",84,"0.479482",39500
"ESP",85,"0.479482",40000
"ESP",86,"0.479482",40400
"ESP",87,"0.479482",40900
"ESP",88,"0.479482",41400
"ESP",89,"0.479482",41800
"ESP",90,"0.479482",42300
"ESP",91,"0.479482",42800
"ESP",92,"0.479482",43300
"ESP",93,"0.479482",43700
"ESP",94,"0.479482",44200
"ESP",95,"0.479482",44700
"ESP",96,"0.479482",45100
"ESP",97,"0.479482",45600
"ESP",98,"0.479482",46100
"ESP",99,"0.479482",46500
"ESP",100,"0.479482",47000
"ESP",101,"0.479482",47500
"ESP",102,"0.479482",48000
"ESP",103,"0.479482",48400
"ESP",104,"0.479482",48900
"ESP",105,"0.479482",49400
"ESP",106,"0.479482",49800
"ESP",107,"0.479482",50300
"ESP",108,"0.479482",50800
"ESP",109,"0.479482",51300
"ESP",110,"0.479482",51700
"ESP",111,"0.479482",52200
"ESP",112,"0.479482",52700
"ESP",113,"0.479482",53100
"ESP",114,"0.479482",53600
"ESP",115,"0.479482",54100
"ESP",116,"0.479482",54500
"ESP",117,"0.479482",55000
"ESP",118,"0.479482",55500
"ESP",119,"0.479482",56000
"ESP",120,"0.479482",56400
"ESP",121,"0.479482",56900
"ESP",122,"0.479482",57400
"ESP",123,"0.479482",57800
"ESP",124,"0.479482",58300
"ESP",125,"0.479482",58800
"ESP",126,"0.479482",59200
"ESP",127,"0.479482",59700
"ESP",128,"0.479482",60200
"ESP",129,"0.479482",60700
"ESP",130,"0.479482",61100
"ESP",131,"0.485878",61600
"ESP",132,"0.512645",62100
"ESP",133,"0.512645",62500
"ESP",134,"0.512645",63000
"ESP",135,"0.512645",63500
"ESP",136,"0.512645",63900
"ESP",137,"0.512645",64400
"ESP",138,"0.512645",64900
"ESP",139,"0.512645",65400
"ESP",140,"0.53628",65800
"ESP",141,"0.537878",66300
"ESP",142,"0.537878",66800
"ESP",143,"0.537878",67200
"ESP",144,"0.537878",67700
"ESP",145,"0.537878",68200
"ESP",146,"0.537878",68600
"ESP",147,"0.537878",69100
"ESP",148,"0.537878",69600
"ESP",149,"0.537878",70100
"ESP",150,"0.537878",70500
"EST",50,"0.411659",17000
"EST",51,"0.411659",17400
"EST",52,"0.411659",17700
"EST",53,"0.411659",18100
"EST",54,"0.411659",18400
"EST",55,"0.411659",18800
"EST",56,"0.411659",19100
"EST",57,"0.411659",19400
"EST",58,"0.411659",19800
"EST",59,"0.411659",20100
"EST",60,"0.411659",20500
"EST",61,"0.411659",20800
"EST",62,"0.411659",21100
"EST",63,"0.411659",21500
"EST",64,"0.411659",21800
"EST",65,"0.411659",22200
"EST",66,"0.411659",22500
"EST",67,"0.411659",22800
"EST",68,"0.411659",23200
"EST",69,"0.411659",23500
"EST",70,"0.411659",23900
"EST",71,"0.411659",24200
"EST",72,"0.493575",24600
"EST",73,"0.494702",24900
"EST",74,"0.494702",25200
"EST",75,"0.494702",25600
"EST",76,"0.494702",25900
"EST",77,"0.494702",26300
"EST",78,"0.494702",26600
"EST",79,"0.494702",26900
"EST",80,"0.494702",27300
"EST",81,"0.494702",27600
"EST",82,"0.494702",28000
"EST",83,"0.494702",28300
"EST",84,"0.494702",28600
"EST",85,"0.494702",29000
"EST",86,"0.494702",29300
"EST",87,"0.494702",29700
"EST",88,"0.494702",30000
"EST",89,"0.494702",30300
"EST",90,"0.494702",30700
"EST",91,"0.494702",31000
"EST",92,"0.494702",31400
"EST",93,"0.494702",31700
"EST",94,"0.494702",32100
"EST",95,"0.494702",32400
"EST",96,"0.494702",32700
"EST",97,"0.494702",33100
"EST",98,"0.494702",33400
"EST",99,"0.494702",33800
"EST",100,"0.494702",34100
"EST",101,"0.494702",34400
"EST",102,"0.494702",34800
"EST",103,"0.494702",35100
"EST",104,"0.494702",35500
"EST",105,"0.494702",35800
"EST",106,"0.494702",36100
"EST",107,"0.494702",36500
"EST",108,"0.494702",36800
"EST",109,"0.494702",37200
"EST",110,"0.494702",37500
"EST",111,"0.494702",37800
"EST",112,"0.494702",38200
"EST",113,"0.494702",38500
"EST",114,"0.494702",38900
"EST",115,"0.494702",39200
"EST",116,"0.494702",39600
"EST",117,"0.494702",39900
"EST",118,"0.494702",40200
"EST",119,"0.494702",40600
"EST",120,"0.494702",40900
"EST",121,"0.494702",41300
"EST",122,"0.494702",41600
"EST",123,"0.494702",41900
"EST",124,"0.494702",42300
"EST",125,"0.494702",42600
"EST",126,"0.413631",43000
"EST",127,"0.411659",43300
"EST",128,"0.411659",43600
"EST",129,"0.411659",44000
"EST",130,"0.411659",44300
"EST",131,"0.411659",44700
"EST",132,"0.411659",45000
"EST",133,"0.411659",45400
"EST",134,"0.411659",45700
"EST",135,"0.411659",46000
"EST",136,"0.411659",46400
"EST",137,"0.411659",46700
"EST",138,"0.411659",47100
"EST",139,"0.411659",47400
"EST",140,"0.411659",47700
"EST",141,"0.411659",48100
"EST",142,"0.411659",48400
"EST",143,"0.411659",48800
"EST",144,"0.411659",49100
"EST",145,"0.411659",49400
"EST",146,"0.411659",49800
"EST",147,"0.411659",50100
"EST",148,"0.411659",50500
"EST",149,"0.411659",50800
"EST",150,"0.411659",51100
"FIN",50,"0.489643",30900
"FIN",51,"0.489643",31500
"FIN",52,"0.489643",32100
"FIN",53,"0.489643",32700
"FIN",54,"0.489643",33400
"FIN",55,"0.489643",34000
"FIN",56,"0.489643",34600
"FIN",57,"0.489643",35200
"FIN",58,"0.489643",35800
"FIN",59,"0.489643",36400
"FIN",60,"0.489643",37100
"FIN",61,"0.471568",37700
"FIN",62,"0.460745",38300
"FIN",63,"0.460745",38900
"FIN",64,"0.517284",39500
"FIN",65,"0.544498",40200
"FIN",66,"0.553064",40800
"FIN",67,"0.56068",41400
"FIN",68,"0.56068",42000
"FIN",69,"0.56068",42600
"FIN",70,"0.56068",43200
"FIN",71,"0.56068",43900
"FIN",72,"0.56068",44500
"FIN",73,"0.56068",45100
"FIN",74,"0.56068",45700
"FIN",75,"0.56068",46300
"FIN",76,"0.56068",47000
"FIN",77,"0.56068",47600
"FIN",78,"0.56068",48200
"FIN",79,"0.56068",48800
"FIN",80,"0.56068",49400
"FIN",81,"0.56068",50000
"FIN",82,"0.56068",50700
"FIN",83,"0.56068",51300
"FIN",84,"0.56068",51900
"FIN",85,"0.56068",52500
"FIN",86,"0.56068",53100
"FIN",87,"0.56068",53700
"FIN",88,"0.56068",54400
"FIN",89,"0.56068",55000
"FIN",90,"0.56068",55600
"FIN",91,"0.56068",56200
"FIN",92,"0.56068",56800
"FIN",93,"0.56068",57500
"FIN",94,"0.56068",58100
"FIN",95,"0.56068",58700
"FIN",96,"0.56068",59300
"FIN",97,"0.56068",59900
"FIN",98,"0.56068",60500
"FIN",99,"0.56068",61200
"FIN",100,"0.56068",61800
"FIN",101,"0.56068",62400
"FIN",102,"0.56068",63000
"FIN",103,"0.56068",63600
"FIN",104,"0.562133",64200
"FIN",105,"0.590459",64900
"FIN",106,"0.590459",65500
"FIN",107,"0.590459",66100
"FIN",108,"0.590459",66700
"FIN",109,"0.590459",67300
"FIN",110,"0.590459",68000
"FIN",111,"0.590459",68600
"FIN",112,"0.590459",69200
"FIN",113,"0.590459",69800
"FIN",114,"0.590459",70400
"FIN",115,"0.590459",71000
"FIN",116,"0.590459",71700
"FIN",117,"0.590459",72300
"FIN",118,"0.590459",72900
"FIN",119,"0.590459",73500
"FIN",120,"0.590459",74100
"FIN",121,"0.590459",74800
"FIN",122,"0.590459",75400
"FIN",123,"0.590459",76000
"FIN",124,"0.590459",76600
"FIN",125,"0.590459",77200
"FIN",126,"0.590459",77800
"FIN",127,"0.590459",78500
"FIN",128,"0.590459",79100
"FIN",129,"0.590459",79700
"FIN",130,"0.590459",80300
"FIN",131,"0.590459",80900
"FIN",132,"0.590459",81500
"FIN",133,"0.590459",82200
"FIN",134,"0.590459",82800
"FIN",135,"0.590459",83400
"FIN",136,"0.590459",84000
"FIN",137,"0.590459",84600
"FIN",138,"0.590459",85300
"FIN",139,"0.590459",85900
"FIN",140,"0.590459",86500
"FIN",141,"0.590459",87100
"FIN",142,"0.590459",87700
"FIN",143,"0.590459",88300
"FIN",144,"0.590459",89000
"FIN",145,"0.590459",89600
"FIN",146,"0.590459",90200
"FIN",147,"0.590459",90800
"FIN",148,"0.590459",91400
"FIN",149,"0.590459",92000
"FIN",150,"0.590459",92700
"FRA",101,"0.576673",60000
"FRA",135,"0.594496",80300
"FRA",132,"0.594496",78500
"FRA",89,"0.536805",52900
"FRA",68,"0.645813",40400
"FRA",149,"0.594496",88600
"FRA",136,"0.594496",80800
"FRA",128,"0.594496",76100
"FRA",66,"0.645813",39200
"FRA",95,"0.581633",56500
"FRA",64,"0.645813",38000
"FRA",130,"0.594496",77300
"FRA",70,"0.645813",41600
"FRA",52,"0.583",30900
"FRA",120,"0.594496",71300
"FRA",127,"0.594496",75500
"FRA",124,"0.594496",73700
"FRA",78,"0.505691",46400
"FRA",88,"0.505691",52300
"FRA",90,"0.581633",53500
"FRA",145,"0.594496",86200
"FRA",103,"0.576673",61200
"FRA",61,"0.644412",36300
"FRA",104,"0.576673",61800
"FRA",126,"0.594496",74900
"FRA",129,"0.594496",76700
"FRA",65,"0.645813",38600
"FRA",106,"0.576673",63000
"FRA",62,"0.645813",36900
"FRA",85,"0.505691",50500
"FRA",99,"0.697094",58900
"FRA",109,"0.576673",64800
"FRA",119,"0.594496",70700
"FRA",148,"0.594496",88000
"FRA",80,"0.505691",47600
"FRA",55,"0.645001",32700
"FRA",138,"0.594496",82000
"FRA",131,"0.594496",77900
"FRA",57,"0.645001",33900
"FRA",91,"0.581633",54100
"FRA",86,"0.505691",51100
"FRA",93,"0.581633",55300
"FRA",123,"0.594496",73100
"FRA",92,"0.581633",54700
"FRA",94,"0.581633",55900
"FRA",75,"0.645813",44600
"FRA",118,"0.932056",70100
"FRA",58,"0.645001",34500
"FRA",71,"0.645813",42200
"FRA",60,"0.645001",35700
"FRA",141,"0.594496",83800
"FRA",112,"0.576673",66600
"FRA",59,"0.645001",35100
"FRA",73,"0.645813",43400
"FRA",67,"0.645813",39800
"FRA",122,"0.594496",72500
"FRA",105,"0.576673",62400
"FRA",97,"0.581633",57700
"FRA",134,"0.594496",79700
"FRA",121,"0.594496",71900
"FRA",142,"0.594496",84400
"FRA",87,"0.505691",51700
"FRA",77,"0.505691",45800
"FRA",102,"0.576673",60600
"FRA",76,"0.51477",45200
"FRA",96,"0.581633",57100
"FRA",74,"0.645813",44000
"FRA",54,"0.645001",32100
"FRA",107,"0.576673",63600
"FRA",98,"0.581633",58300
"FRA",51,"0.583",30300
"FRA",114,"0.576673",67800
"FRA",108,"0.576673",64200
"FRA",82,"0.505691",48700
"FRA",133,"0.594496",79100
"FRA",117,"0.576673",69600
"FRA",83,"0.505691",49300
"FRA",115,"0.576673",68400
"FRA",81,"0.505691",48200
"FRA",146,"0.594496",86800
"FRA",144,"0.594496",85600
"FRA",79,"0.505691",47000
"FRA",139,"0.594496",82600
"FRA",100,"0.576673",59400
"FRA",150,"0.594496",89200
"FRA",147,"0.594496",87400
"FRA",110,"0.576673",65400
"FRA",116,"0.576673",69000
"FRA",84,"0.505691",49900
"FRA",53,"0.697961",31500
"FRA",56,"0.645001",33300
"FRA",140,"0.594496",83200
"FRA",113,"0.576673",67200
"FRA",143,"0.594496",85000
"FRA",111,"0.576673",66000
"FRA",125,"0.594496",74300
"FRA",72,"0.645813",42800
"FRA",63,"0.645813",37500
"FRA",69,"0.645813",41000
"FRA",50,"0.583",29700
"FRA",137,"0.594496",81400
"GBR",50,"0.412782",32100
"GBR",51,"0.412782",32700
"GBR",52,"0.412782",33300
"GBR",53,"0.412782",34000
"GBR",54,"0.412782",34600
"GBR",55,"0.412782",35300
"GBR",56,"0.412782",35900
"GBR",57,"0.412782",36600
"GBR",58,"0.412782",37200
"GBR",59,"0.412782",37800
"GBR",60,"0.412782",38500
"GBR",61,"0.412782",39100
"GBR",62,"0.412782",39800
"GBR",63,"0.412782",40400
"GBR",64,"0.412782",41000
"GBR",65,"0.412782",41700
"GBR",66,"0.412782",42300
"GBR",67,"0.412782",43000
"GBR",68,"0.412782",43600
"GBR",69,"0.412782",44300
"GBR",70,"0.412782",44900
"GBR",71,"0.412782",45500
"GBR",72,"0.412782",46200
"GBR",73,"0.412782",46800
"GBR",74,"0.412782",47500
"GBR",75,"0.412782",48100
"GBR",76,"0.412782",48700
"GBR",77,"0.412782",49400
"GBR",78,"0.412782",50000
"GBR",79,"0.412782",50700
"GBR",80,"0.412782",51300
"GBR",81,"0.412782",51900
"GBR",82,"0.412782",52600
"GBR",83,"0.412782",53200
"GBR",84,"0.412782",53900
"GBR",85,"0.412782",54500
"GBR",86,"0.412782",55200
"GBR",87,"0.412782",55800
"GBR",88,"0.412782",56400
"GBR",89,"0.412782",57100
"GBR",90,"0.412782",57700
"GBR",91,"0.412782",58400
"GBR",92,"0.412782",59000
"GBR",93,"0.412782",59600
"GBR",94,"0.412782",60300
"GBR",95,"0.412782",60900
"GBR",96,"0.412782",61600
"GBR",97,"0.412782",62200
"GBR",98,"0.412782",62900
"GBR",99,"0.412782",63500
"GBR",100,"0.412782",64100
"GBR",101,"0.412782",64800
"GBR",102,"0.412782",65400
"GBR",103,"0.412782",66100
"GBR",104,"0.412782",66700
"GBR",105,"0.412782",67300
"GBR",106,"0.412782",68000
"GBR",107,"0.412782",68600
"GBR",108,"0.412782",69300
"GBR",109,"0.412782",69900
"GBR",110,"0.412782",70500
"GBR",111,"0.412782",71200
"GBR",112,"0.412782",71800
"GBR",113,"0.458583",72500
"GBR",114,"0.500087",73100
"GBR",115,"0.500087",73800
"GBR",116,"0.500087",74400
"GBR",117,"0.500087",75000
"GBR",118,"0.500087",75700
"GBR",119,"0.500087",76300
"GBR",120,"0.500087",77000
"GBR",121,"0.500087",77600
"GBR",122,"0.500087",78200
"GBR",123,"0.500087",78900
"GBR",124,"0.500087",79500
"GBR",125,"0.500087",80200
"GBR",126,"0.500087",80800
"GBR",127,"0.500087",81500
"GBR",128,"0.500087",82100
"GBR",129,"0.500087",82700
"GBR",130,"0.500087",83400
"GBR",131,"0.500087",84000
"GBR",132,"0.500087",84700
"GBR",133,"0.500087",85300
"GBR",134,"0.500087",85900
"GBR",135,"0.500087",86600
"GBR",136,"0.500087",87200
"GBR",137,"0.500087",87900
"GBR",138,"0.500087",88500
"GBR",139,"0.500087",89100
"GBR",140,"0.500087",89800
"GBR",141,"0.500087",90400
"GBR",142,"0.500087",91100
"GBR",143,"0.500087",91700
"GBR",144,"0.500087",92400
"GBR",145,"0.500087",93000
"GBR",146,"0.500087",93600
"GBR",147,"0.500087",94300
"GBR",148,"0.500087",94900
"GBR",149,"0.500087",95600
"GBR",150,"0.500087",96200
"GRC",81,"0.465827",29000
"GRC",139,"0.507999",49700
"GRC",146,"0.507999",52200
"GRC",114,"0.465827",40800
"GRC",149,"0.507999",53300
"GRC",88,"0.465827",31500
"GRC",117,"0.507999",41900
"GRC",102,"0.465827",36500
"GRC",85,"0.465827",30400
"GRC",62,"0.45177",22200
"GRC",56,"0.360398",20000
"GRC",120,"0.507999",42900
"GRC",135,"0.507999",48300
"GRC",53,"0.360398",19000
"GRC",91,"0.465827",32600
"GRC",112,"0.465827",40100
"GRC",80,"0.465827",28600
"GRC",67,"0.45177",24000
"GRC",89,"0.465827",31800
"GRC",71,"0.465827",25400
"GRC",75,"0.465827",26800
"GRC",107,"0.465827",38300
"GRC",145,"0.507999",51900
"GRC",84,"0.465827",30000
"GRC",61,"0.45177",21800
"GRC",125,"0.507999",44700
"GRC",99,"0.465827",35400
"GRC",113,"0.465827",40400
"GRC",138,"0.507999",49400
"GRC",116,"0.476069",41500
"GRC",52,"0.360398",18600
"GRC",128,"0.507999",45800
"GRC",70,"0.465064",25000
"GRC",93,"0.465827",33300
"GRC",87,"0.465827",31100
"GRC",142,"0.507999",50800
"GRC",98,"0.465827",35100
"GRC",55,"0.360398",19700
"GRC",119,"0.507999",42600
"GRC",133,"0.507999",47600
"GRC",141,"0.507999",50400
"GRC",106,"0.465827",37900
"GRC",144,"0.507999",51500
"GRC",130,"0.507999",46500
"GRC",83,"0.465827",29700
"GRC",58,"0.417179",20700
"GRC",148,"0.507999",52900
"GRC",110,"0.465827",39300
"GRC",96,"0.465827",34300
"GRC",115,"0.465827",41100
"GRC",77,"0.465827",27500
"GRC",54,"0.360398",19300
"GRC",69,"0.45177",24700
"GRC",136,"0.507999",48600
"GRC",78,"0.465827",27900
"GRC",64,"0.45177",22900
"GRC",109,"0.465827",39000
"GRC",51,"0.360398",18200
"GRC",90,"0.465827",32200
"GRC",101,"0.465827",36100
"GRC",72,"0.465827",25800
"GRC",122,"0.507999",43600
"GRC",104,"0.465827",37200
"GRC",59,"0.45177",21100
"GRC",123,"0.507999",44000
"GRC",143,"0.507999",51200
"GRC",103,"0.465827",36800
"GRC",132,"0.507999",47200
"GRC",94,"0.465827",33600
"GRC",74,"0.465827",26500
"GRC",111,"0.465827",39700
"GRC",82,"0.465827",29300
"GRC",126,"0.507999",45100
"GRC",97,"0.465827",34700
"GRC",65,"0.45177",23300
"GRC",68,"0.45177",24300
"GRC",100,"0.465827",35800
"GRC",129,"0.507999",46100
"GRC",79,"0.465827",28300
"GRC",131,"0.507999",46900
"GRC",137,"0.507999",49000
"GRC",73,"0.465827",26100
"GRC",105,"0.465827",37600
"GRC",140,"0.507999",50100
"GRC",76,"0.465827",27200
"GRC",50,"0.335085",17900
"GRC",108,"0.465827",38600
"GRC",134,"0.507999",47900
"GRC",57,"0.360398",20400
"GRC",60,"0.45177",21500
"GRC",124,"0.507999",44400
"GRC",121,"0.507999",43300
"GRC",66,"0.45177",23600
"GRC",92,"0.465827",32900
"GRC",150,"0.507999",53700
"GRC",118,"0.507999",42200
"GRC",86,"0.465827",30800
"GRC",147,"0.507999",52600
"GRC",127,"0.507999",45400
"GRC",95,"0.465827",34000
"GRC",63,"0.45177",22500
"HUN",50,"0.411504",19800
"HUN",51,"0.411504",20200
"HUN",52,"0.411504",20600
"HUN",53,"0.411504",21000
"HUN",54,"0.411504",21400
"HUN",55,"0.411504",21700
"HUN",56,"0.411504",22100
"HUN",57,"0.411504",22500
"HUN",58,"0.411504",22900
"HUN",59,"0.411504",23300
"HUN",60,"0.411504",23700
"HUN",61,"0.411504",24100
"HUN",62,"0.411504",24500
"HUN",63,"0.411504",24900
"HUN",64,"0.411504",25300
"HUN",65,"0.411504",25700
"HUN",66,"0.411504",26100
"HUN",67,"0.411504",26500
"HUN",68,"0.411504",26900
"HUN",69,"0.411504",27300
"HUN",70,"0.411504",27700
"HUN",71,"0.411504",28100
"HUN",72,"0.411504",28500
"HUN",73,"0.411504",28900
"HUN",74,"0.411504",29300
"HUN",75,"0.411504",29700
"HUN",76,"0.411504",30100
"HUN",77,"0.411504",30400
"HUN",78,"0.411504",30800
"HUN",79,"0.411504",31200
"HUN",80,"0.411504",31600
"HUN",81,"0.411504",32000
"HUN",82,"0.411504",32400
"HUN",83,"0.411504",32800
"HUN",84,"0.411504",33200
"HUN",85,"0.411504",33600
"HUN",86,"0.411504",34000
"HUN",87,"0.411504",34400
"HUN",88,"0.411504",34800
"HUN",89,"0.411504",35200
"HUN",90,"0.411504",35600
"HUN",91,"0.411504",36000
"HUN",92,"0.411504",36400
"HUN",93,"0.411504",36800
"HUN",94,"0.411504",37200
"HUN",95,"0.411504",37600
"HUN",96,"0.411504",38000
"HUN",97,"0.411504",38400
"HUN",98,"0.411504",38800
"HUN",99,"0.411504",39100
"HUN",100,"0.411504",39500
"HUN",101,"0.411504",39900
"HUN",102,"0.411504",40300
"HUN",103,"0.411504",40700
"HUN",104,"0.411504",41100
"HUN",105,"0.411504",41500
"HUN",106,"0.411504",41900
"HUN",107,"0.411504",42300
"HUN",108,"0.411504",42700
"HUN",109,"0.411504",43100
"HUN",110,"0.411504",43500
"HUN",111,"0.411504",43900
"HUN",112,"0.411504",44300
"HUN",113,"0.411504",44700
"HUN",114,"0.411504",45100
"HUN",115,"0.411504",45500
"HUN",116,"0.411504",45900
"HUN",117,"0.411504",46300
"HUN",118,"0.411504",46700
"HUN",119,"0.411504",47100
"HUN",120,"0.411504",47500
"HUN",121,"0.411504",47800
"HUN",122,"0.411504",48200
"HUN",123,"0.411504",48600
"HUN",124,"0.411504",49000
"HUN",125,"0.411504",49400
"HUN",126,"0.411504",49800
"HUN",127,"0.411504",50200
"HUN",128,"0.411504",50600
"HUN",129,"0.411504",51000
"HUN",130,"0.411504",51400
"HUN",131,"0.411504",51800
"HUN",132,"0.411504",52200
"HUN",133,"0.411504",52600
"HUN",134,"0.411504",53000
"HUN",135,"0.411504",53400
